,Unnamed: 0,R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought.seconds.,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO.TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought.seconds.,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO.TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_odds,B_odds
12,13,Katlyn Chookagian,Joanne Calderwood,Dan Miragliotta,2019-06-08,"Chicago, Illinois, USA",Red,False,Women's Flyweight,3,0,2,0,21.875,13.0,14.875,10.25,96.75,44.75,10.25,6.375,75.0,29.0,0.375,25.0,19.375,1.25,0.25,121.875,61.375,0.53625,0.5,2.125,1.125,0.26,162.25,95.625,2,3,15.75,12.125,9.375,7.125,70.375,31.625,6.25,4.625,59.625,25.25,0.0,10.625,6.0,1.125,0.0,86.0,43.375,0.5425,0.5,1.625,0.75,0.3825,104.875,59.75,18,628.625,0,0,0,3,1,1,0,5,Orthodox,167.64,165.1,125,1,0,0,22.1666666666667,13.333333333333302,6.5,4.16666666666667,188.333333333333,55.3333333333333,2.1666666666666696,1.6666666666666698,162.166666666667,37.1666666666667,0.166666666666667,12.666666666666698,10.6666666666667,0.0,0.0,197.0,61.1666666666667,0.295,0.166666666666667,2.1666666666666696,0.0,0.0,210.333333333333,73.3333333333333,3,2,15.166666666666698,9.0,6.83333333333333,4.66666666666667,163.5,57.0,1.6666666666666698,1.5,128.0,31.6666666666667,0.0,28.8333333333333,22.5,0.166666666666667,0.0,172.0,63.1666666666667,0.3633333333333329,0.0,3.1666666666666696,1.16666666666667,0.275,187.666666666667,76.8333333333333,18,900.0,0,0,1,3,0,0,0,4,Orthodox,175.26,172.72,125.0,33.0,30.0,-105,-115
13,14,Alexander Gustafsson,Anthony Smith,Marc Goddard,2019-06-01,"Stockholm, Sweden",Blue,False,Light Heavyweight,5,1,0,0,9.27272727272727,6.18181818181818,6.81818181818182,5.27272727272727,57.1818181818182,25.9090909090909,2.6363636363636402,2.0,53.363636363636395,23.2727272727273,0.45454545454545503,4.0,3.7272727272727297,0.45454545454545503,0.18181818181818202,66.6363636363636,33.1818181818182,0.5072727272727271,0.36363636363636404,1.27272727272727,0.36363636363636404,0.0963636363636364,71.4545454545455,37.636363636363605,3,4,11.5454545454545,9.09090909090909,9.36363636363636,6.454545454545451,55.0909090909091,26.3636363636364,18.0909090909091,14.6363636363636,57.9090909090909,26.4545454545455,0.18181818181818202,13.090909090909099,11.909090909090901,1.0,0.0909090909090909,82.5454545454545,47.454545454545496,0.4954545454545449,0.0909090909090909,2.90909090909091,1.45454545454545,0.327272727272727,118.181818181818,80.4545454545455,27,625.0,1,0,0,1,5,1,0,7,Orthodox,193.04,193.04,205,1,0,0,11.933333333333302,6.6,7.0,3.93333333333333,94.4666666666667,33.0666666666667,9.66666666666667,7.2,92.2,32.2666666666667,0.6,7.0,5.33333333333333,1.13333333333333,0.0,111.133333333333,44.2,0.3846666666666671,0.33333333333333304,3.0,1.2,0.303333333333333,129.466666666667,60.6,6,5,9.46666666666667,6.0,9.46666666666667,6.4666666666666694,66.6666666666667,28.9333333333333,4.13333333333333,3.2666666666666697,59.133333333333304,23.6,0.0666666666666667,11.666666666666698,9.06666666666667,0.46666666666666706,0.0,80.2666666666667,38.6666666666667,0.5253333333333329,0.133333333333333,3.06666666666667,0.46666666666666706,0.098,94.6,51.9333333333333,38,660.866666666667,3,0,0,3,5,2,0,10,Orthodox,195.58,200.66,205.0,30.0,32.0,-320,260
14,15,Jimi Manuwa,Aleksandar Rakic,Kevin Sataki,2019-06-01,"Stockholm, Sweden",Blue,False,Light Heavyweight,3,0,3,0,10.3333333333333,8.33333333333333,6.66666666666667,4.66666666666667,68.3333333333333,26.3333333333333,38.0,29.3333333333333,86.6666666666667,40.6666666666667,0.666666666666667,16.0,11.333333333333302,1.33333333333333,0.0,113.0,60.3333333333333,0.566666666666667,0.0,1.6666666666666698,1.0,0.25,181.0,123.666666666667,3,0,1.6666666666666698,0.0,3.3333333333333304,3.0,30.6666666666667,12.333333333333302,3.3333333333333304,3.0,29.6666666666667,13.666666666666698,0.33333333333333304,6.0,4.66666666666667,0.33333333333333304,0.0,37.3333333333333,18.3333333333333,0.5,0.0,5.66666666666667,0.666666666666667,0.0466666666666667,49.0,29.3333333333333,7,681.666666666667,0,0,0,2,1,0,0,3,Orthodox,193.04,198.12,205,3,0,0,9.45454545454546,7.27272727272727,11.272727272727302,9.45454545454546,36.0909090909091,16.181818181818198,0.818181818181818,0.45454545454545503,29.6363636363636,10.727272727272698,0.272727272727273,9.09090909090909,8.09090909090909,0.0909090909090909,0.0,48.1818181818182,26.0909090909091,0.537272727272727,0.18181818181818202,1.45454545454545,0.272727272727273,0.0909090909090909,53.2727272727273,30.5454545454545,3,5,9.0,6.90909090909091,12.4545454545455,9.90909090909091,45.363636363636395,19.4545454545455,1.45454545454545,0.9090909090909091,44.8181818181818,18.3636363636364,0.45454545454545503,5.454545454545451,5.0,0.818181818181818,0.0,59.2727272727273,30.2727272727273,0.5145454545454551,0.0,2.81818181818182,0.818181818181818,0.26363636363636395,71.8181818181818,42.363636363636395,21,455.72727272727303,0,0,0,1,3,0,2,6,Orthodox,185.42,200.66,205.0,27.0,39.0,215,-255
15,16,Makwan Amirkhani,Chris Fishgold,Marc Goddard,2019-06-01,"Stockholm, Sweden",Red,False,Featherweight,3,0,1,0,2.5,1.0,5.0,2.5,45.5,13.5,3.0,1.0,46.5,13.5,0.0,4.5,2.5,2.5,0.0,53.5,17.0,0.345,1.0,6.0,3.0,0.5,57.0,19.5,1,1,2.0,2.0,1.0,0.5,27.5,12.0,12.0,8.0,38.0,18.5,0.5,0.5,0.0,0.5,0.0,40.5,20.5,0.505,0.0,0.5,0.5,0.5,53.0,30.0,3,310.5,0,0,0,0,0,1,0,1,Orthodox,172.72,172.72,145,0,1,0,1.6,0.8,0.2,0.0,19.8,7.6,13.0,8.8,31.2,15.4,0.2,0.2,0.2,3.2,0.8,33.0,16.4,0.456,1.0,5.0,2.4,0.5,43.4,24.8,3,1,5.4,2.4,2.0,0.6,28.2,9.4,7.0,5.0,27.8,10.0,0.4,4.0,2.6,1.6,0.4,37.2,15.0,0.462,0.8,1.4,0.6,0.1,67.4,42.0,11,561.8,0,0,1,1,1,1,0,4,Southpaw,177.8,182.88,145.0,26.0,30.0,-130,110
16,17,Damir Hadzovic,Christos Giagos,Rich Mitchell,2019-06-01,"Stockholm, Sweden",Blue,False,Lightweight,3,0,1,0,7.0,4.2,4.6,2.6,42.8,11.0,12.8,6.2,52.2,14.8,0.0,1.0,0.8,1.0,0.4,60.2,19.8,0.342,0.2,3.0,1.2,0.3,76.0,33.4,1,3,6.4,4.2,5.2,2.6,30.4,12.6,2.2,2.0,26.6,9.4,0.0,4.8,3.6,2.2,0.4,37.8,17.2,0.37799999999999995,0.8,2.4,1.4,0.414,53.6,31.8,10,558.2,0,0,0,1,0,1,0,2,Orthodox,177.8,180.34,155,0,2,0,9.0,7.2,3.6,3.2,60.0,25.4,8.8,6.2,60.2,24.4,0.4,3.2,3.2,0.6,0.0,72.4,34.8,0.498,0.2,0.8,0.4,0.132,87.0,47.6,2,2,7.4,3.8,2.8,1.8,84.4,22.6,7.8,5.8,83.6,22.6,0.2,4.0,3.8,3.4,0.0,95.0,30.2,0.386,0.2,3.8,2.6,0.32,119.6,49.4,12,610.8,0,0,1,0,2,0,0,3,Orthodox,175.26,177.8,155.0,29.0,32.0,-165,145
19,20,Tonya Evinger,Lina Lansberg,Kevin Sataki,2019-06-01,"Stockholm, Sweden",Blue,False,Women's Bantamweight,3,1,0,0,26.0,22.2,30.2,24.8,46.6,17.6,1.8,1.2,46.8,16.4,0.0,5.8,5.0,0.0,0.0,78.6,43.6,0.562,0.2,1.8,0.4,0.228,100.8,62.4,1,3,27.0,21.4,28.8,22.6,73.8,31.4,15.6,9.8,83.4,36.2,0.0,7.8,6.2,1.6,0.0,118.2,63.8,0.526,0.2,3.0,2.0,0.7240000000000001,178.2,115.8,13,720.4,0,0,0,2,0,0,0,2,Orthodox,170.18,165.1,135,2,0,0,12.0,7.5,7.0,5.0,43.5,15.5,0.0,0.0,30.5,7.5,0.0,8.0,5.5,0.0,0.0,50.5,20.5,0.465,0.0,2.5,0.5,0.125,54.5,24.5,0,2,14.5,11.0,15.5,9.0,63.5,30.5,29.0,22.5,82.5,40.5,0.5,11.0,10.5,0.5,0.0,108.0,62.0,0.595,0.0,0.5,0.0,0.0,114.0,67.0,4,461.0,1,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135.0,37.0,37.0,-400,325
20,21,Stevie Ray,Leonardo Santos,Marc Goddard,2019-06-01,"Stockholm, Sweden",Blue,False,Lightweight,3,0,4,0,9.66666666666667,5.16666666666667,2.0,1.0,53.8333333333333,18.8333333333333,6.5,5.33333333333333,46.6666666666667,15.0,0.166666666666667,6.0,5.0,1.8333333333333302,0.0,62.3333333333333,25.1666666666667,0.41,0.33333333333333304,3.3333333333333304,0.833333333333333,0.3566666666666671,75.6666666666667,36.8333333333333,4,1,7.83333333333333,5.5,7.16666666666667,5.16666666666667,63.6666666666667,21.5,3.6666666666666696,2.1666666666666696,56.0,15.166666666666698,0.166666666666667,10.6666666666667,8.16666666666667,0.0,0.0,74.5,28.8333333333333,0.385,0.0,2.5,0.33333333333333304,0.0833333333333333,95.6666666666667,47.0,14,656.333333333333,1,0,1,1,1,2,0,5,Orthodox,182.88,190.5,155,0,1,0,8.0,5.111111111111111,5.77777777777778,3.44444444444444,74.8888888888889,29.888888888888896,8.22222222222222,6.888888888888889,67.7777777777778,24.5555555555556,0.111111111111111,13.1111111111111,10.5555555555556,0.8888888888888891,0.0,88.88888888888891,40.22222222222221,0.45,0.555555555555556,1.0,0.555555555555556,0.23111111111111102,104.666666666667,53.8888888888889,3,3,11.2222222222222,6.888888888888889,3.55555555555556,1.55555555555556,54.8888888888889,22.111111111111104,7.22222222222222,5.55555555555556,48.3333333333333,17.0,0.111111111111111,6.111111111111111,5.33333333333333,1.55555555555556,0.0,65.6666666666667,29.2222222222222,0.517777777777778,0.222222222222222,3.0,1.33333333333333,0.20333333333333303,78.2222222222222,40.0,22,686.888888888889,0,1,1,2,2,0,0,6,Southpaw,177.8,177.8,155.0,39.0,29.0,135,-155
21,22,Nick Hein,Frank Camacho,Leon Roberts,2019-06-01,"Stockholm, Sweden",Blue,False,Lightweight,3,2,0,0,21.6666666666667,17.6666666666667,13.333333333333302,10.3333333333333,177.333333333333,84.0,2.3333333333333304,0.666666666666667,170.333333333333,76.3333333333333,0.0,1.0,1.0,1.33333333333333,0.666666666666667,193.0,95.0,0.47,0.0,3.3333333333333304,1.33333333333333,0.4,231.666666666667,131.0,1,2,24.6666666666667,18.6666666666667,12.0,8.33333333333333,206.0,90.0,7.0,4.33333333333333,191.0,74.6666666666667,0.666666666666667,9.33333333333333,9.33333333333333,0.33333333333333304,0.0,225.0,102.666666666667,0.47666666666666707,0.33333333333333304,4.33333333333333,0.666666666666667,0.0933333333333333,235.333333333333,112.666666666667,8,727.666666666667,0,0,1,0,0,0,0,1,Orthodox,177.8,185.42,170,2,0,0,10.4285714285714,5.571428571428571,2.85714285714286,1.14285714285714,98.0,32.7142857142857,0.28571428571428603,0.28571428571428603,85.0,24.0,0.28571428571428603,5.71428571428571,4.57142857142857,0.7142857142857142,0.14285714285714302,101.142857142857,34.1428571428571,0.317142857142857,0.0,2.14285714285714,0.7142857142857142,0.151428571428571,114.42857142857099,46.0,3,3,13.142857142857098,7.142857142857139,2.71428571428571,2.14285714285714,101.285714285714,36.2857142857143,1.14285714285714,1.0,84.8571428571429,26.714285714285698,0.14285714285714302,7.142857142857139,5.571428571428571,0.42857142857142894,0.14285714285714302,105.142857142857,39.4285714285714,0.38428571428571395,0.14285714285714302,1.7142857142857097,0.28571428571428603,0.178571428571429,116.285714285714,49.8571428571429,19,807.8571428571429,0,0,0,4,0,0,0,4,Southpaw,167.64,167.64,155.0,30.0,35.0,110,-130
23,24,Darko Stosic,Devin Clark,Kevin Sataki,2019-06-01,"Stockholm, Sweden",Blue,False,Light Heavyweight,3,1,0,0,9.5,7.16666666666667,12.166666666666698,9.0,37.1666666666667,16.3333333333333,11.666666666666698,10.1666666666667,44.6666666666667,22.5,0.33333333333333304,6.83333333333333,5.83333333333333,1.8333333333333302,0.0,61.0,35.5,0.586666666666667,0.166666666666667,4.83333333333333,2.1666666666666696,0.3933333333333329,119.333333333333,87.6666666666667,2,3,13.166666666666698,11.666666666666698,15.833333333333302,13.333333333333302,33.5,15.5,4.66666666666667,3.5,33.6666666666667,14.5,0.33333333333333304,7.16666666666667,6.16666666666667,0.166666666666667,0.0,54.0,32.3333333333333,0.608333333333333,0.666666666666667,1.0,0.166666666666667,0.166666666666667,73.8333333333333,50.6666666666667,13,620.666666666667,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,205,0,1,0,2.0,0.0,0.0,0.0,5.0,1.0,11.0,8.0,12.0,8.0,0.0,2.0,1.0,0.0,0.0,16.0,9.0,0.56,0.0,0.0,0.0,0.0,17.0,9.0,1,0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,13.0,1.0,0.0,3.0,3.0,0.0,0.0,16.0,4.0,0.25,0.0,1.0,0.0,0.0,16.0,4.0,1,193.0,0,0,0,0,1,0,0,1,Orthodox,182.88,193.04,205.0,29.0,27.0,-110,-110
25,26,Rafael Dos Anjos,Kevin Lee,Dan Miragliotta,2019-05-18,"Rochester, New York, USA",Red,False,Welterweight,5,1,0,0,12.714285714285701,9.714285714285712,6.142857142857139,4.71428571428571,83.21428571428571,26.0,24.285714285714302,18.3571428571429,99.7142857142857,38.1428571428571,0.0,1.21428571428571,1.21428571428571,3.21428571428571,0.0714285714285714,113.642857142857,49.071428571428605,0.45,0.7857142857142858,5.71428571428571,2.5,0.455,140.428571428571,72.8571428571429,5,4,11.5,7.928571428571429,4.42857142857143,3.14285714285714,71.71428571428571,32.0714285714286,4.071428571428569,3.21428571428571,62.21428571428571,24.928571428571402,0.14285714285714302,6.5,5.571428571428571,0.14285714285714302,0.0,80.21428571428571,38.4285714285714,0.465714285714286,0.5714285714285711,2.21428571428571,0.42857142857142894,0.140714285714286,89.42857142857142,46.6428571428571,36,724.8571428571429,1,0,1,3,1,4,1,10,Orthodox,175.26,195.58,170,2,0,0,15.6153846153846,10.923076923076902,11.807692307692301,8.846153846153848,82.80769230769229,31.923076923076895,10.9615384615385,7.153846153846151,78.23076923076921,27.3076923076923,0.19230769230769199,11.7307692307692,9.69230769230769,1.5,0.0769230769230769,105.57692307692301,47.9230769230769,0.453076923076923,0.615384615384615,4.30769230769231,1.7307692307692302,0.296538461538462,127.769230769231,67.9615384615385,5,9,13.7307692307692,9.153846153846152,9.38461538461539,6.576923076923079,102.92307692307699,33.5769230769231,5.73076923076923,3.88461538461538,95.96153846153851,27.461538461538503,0.0384615384615385,8.346153846153848,7.423076923076921,0.7692307692307689,0.0769230769230769,118.03846153846202,44.038461538461505,0.350769230769231,0.0769230769230769,3.65384615384615,1.5,0.245,138.115384615385,62.230769230769205,74,794.769230769231,4,0,0,10,4,3,0,17,Southpaw,172.72,177.8,170.0,26.0,34.0,130,-150
26,27,Antonio Carlos Junior,Ian Heinisch,Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Blue,False,Middleweight,3,0,1,0,10.0,10.0,21.0,14.0,59.0,30.0,15.0,11.0,74.0,38.0,1.0,11.0,7.0,1.0,0.0,95.0,55.0,0.57,2.0,7.0,1.0,0.14,133.0,90.0,1,0,9.0,3.0,8.0,4.0,47.0,22.0,0.0,0.0,39.0,17.0,0.0,7.0,6.0,1.0,0.0,55.0,26.0,0.47,0.0,11.0,5.0,0.45,68.0,38.0,3,900.0,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,185,0,4,0,6.66666666666667,4.66666666666667,3.6666666666666696,2.6666666666666696,37.22222222222221,13.7777777777778,9.44444444444444,6.55555555555556,40.22222222222221,15.2222222222222,0.0,3.44444444444444,3.11111111111111,2.55555555555556,0.111111111111111,50.3333333333333,23.0,0.434444444444445,0.666666666666667,6.111111111111111,2.77777777777778,0.4833333333333329,74.0,42.6666666666667,4,3,3.88888888888889,2.44444444444444,1.33333333333333,0.8888888888888891,25.5555555555556,6.66666666666667,17.1111111111111,11.8888888888889,36.1111111111111,14.2222222222222,0.0,4.0,2.77777777777778,0.8888888888888891,0.0,44.0,19.4444444444444,0.33,0.33333333333333304,1.33333333333333,0.555555555555556,0.166666666666667,77.6666666666667,50.22222222222221,21,634.222222222222,1,0,0,2,0,4,0,6,Orthodox,187.96,200.66,185.0,30.0,29.0,-160,140
29,30,Charles Oliveira,Nik Lentz,Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Red,False,Lightweight,3,0,2,0,13.1818181818182,10.590909090909099,13.227272727272698,8.86363636363636,62.045454545454504,25.5454545454545,11.9545454545455,9.5,66.1363636363636,26.8636363636364,0.0909090909090909,7.90909090909091,6.454545454545451,2.45454545454545,0.0454545454545455,87.2272727272727,43.9090909090909,0.525909090909091,1.09090909090909,8.72727272727273,3.0,0.315,126.545454545455,80.4090909090909,4,8,8.13636363636364,6.13636363636364,11.0,7.63636363636364,57.136363636363605,24.6363636363636,8.59090909090909,5.86363636363636,63.7272727272727,27.7727272727273,0.18181818181818202,4.86363636363636,4.22727272727273,1.3181818181818201,0.18181818181818202,76.7272727272727,38.136363636363605,0.52,0.6363636363636359,3.59090909090909,2.0,0.36681818181818204,101.136363636364,59.863636363636395,59,754.909090909091,0,0,2,7,3,2,0,14,Orthodox,172.72,172.72,155,0,4,0,8.60869565217391,5.73913043478261,6.65217391304348,4.78260869565217,29.4347826086957,12.0,5.34782608695652,3.7826086956521703,28.1304347826087,11.1304347826087,0.0869565217391304,4.69565217391304,3.6956521739130404,1.3478260869565202,0.130434782608696,41.4347826086956,20.5652173913043,0.48391304347826103,1.26086956521739,3.0,1.30434782608696,0.477826086956522,52.7826086956522,31.043478260869602,4,9,6.43478260869565,4.26086956521739,3.1304347826087002,1.95652173913043,32.8260869565217,13.217391304347801,8.0,5.08695652173913,34.695652173913004,13.9565217391304,0.0869565217391304,2.82608695652174,2.0434782608695703,0.8695652173913041,0.260869565217391,43.9565217391304,20.2608695652174,0.43521739130434794,0.34782608695652195,1.52173913043478,0.608695652173913,0.24478260869565197,51.9565217391304,27.347826086956502,42,400.56521739130403,0,0,0,1,0,13,0,14,Orthodox,177.8,187.96,155.0,34.0,29.0,-420,335
34,35,Michael Trizano,Grant Dawson,Keith Peterson,2019-05-18,"Rochester, New York, USA",Blue,False,Featherweight,3,0,1,0,5.0,2.0,12.0,5.0,75.0,28.0,41.0,24.0,115.0,48.0,0.0,8.0,7.0,5.0,0.0,128.0,57.0,0.44,1.0,11.0,6.0,0.54,166.0,86.0,1,0,15.0,9.0,10.0,8.0,62.0,30.0,13.0,11.0,67.0,37.0,0.0,3.0,3.0,0.0,0.0,85.0,49.0,0.57,1.0,0.0,0.0,0.0,109.0,70.0,3,900.0,0,0,0,1,0,0,0,1,Switch,177.8,182.88,145,0,2,0,17.0,8.5,4.5,4.5,76.0,38.5,5.0,3.5,47.0,17.0,0.0,21.5,21.0,1.0,0.5,85.5,46.5,0.55,1.0,1.0,0.5,0.25,110.0,70.5,2,0,16.0,10.0,4.0,2.0,74.5,23.5,1.5,0.5,55.5,7.5,0.0,8.5,8.5,0.5,0.5,80.0,26.0,0.325,0.0,7.5,1.0,0.135,102.5,47.5,6,900.0,1,0,2,0,0,0,0,2,Orthodox,180.34,180.34,155.0,25.0,27.0,145,-165
35,36,Patrick Cummins,Ed Herman,Dan Miragliotta,2019-05-18,"Rochester, New York, USA",Blue,False,Light Heavyweight,3,3,0,0,9.66666666666667,7.952380952380951,10.952380952381,7.857142857142861,36.1428571428571,13.142857142857098,12.5714285714286,8.71428571428571,46.571428571428605,18.904761904761898,0.14285714285714302,3.4285714285714306,2.85714285714286,1.7142857142857097,0.23809523809523803,59.6666666666667,29.714285714285698,0.495238095238095,0.7619047619047621,2.9523809523809503,1.52380952380952,0.47,88.38095238095242,56.238095238095205,3,11,7.38095238095238,5.66666666666667,6.80952380952381,5.28571428571429,35.9523809523809,17.3333333333333,8.571428571428571,5.66666666666667,38.7142857142857,17.904761904761898,0.14285714285714302,5.23809523809524,4.71428571428571,1.61904761904762,0.33333333333333304,51.3333333333333,28.285714285714302,0.595238095238095,0.9047619047619051,2.57142857142857,0.9523809523809521,0.178571428571429,72.23809523809521,47.28571428571429,47,560.47619047619,1,0,1,2,3,4,0,10,Orthodox,185.42,195.58,205,2,0,0,5.58333333333333,4.25,9.66666666666667,6.75,47.8333333333333,17.1666666666667,21.5,15.75,69.6666666666667,32.3333333333333,0.0,3.75,3.0833333333333304,1.6666666666666698,0.0,79.0,39.6666666666667,0.4958333333333329,0.0833333333333333,6.91666666666667,2.8333333333333304,0.3025,102.166666666667,59.5,3,6,5.08333333333333,3.75,6.5,4.66666666666667,59.25,22.75,5.16666666666667,4.25,63.6666666666667,26.25,0.33333333333333304,2.1666666666666696,1.6666666666666698,0.666666666666667,0.0,70.9166666666667,31.6666666666667,0.4391666666666671,0.25,1.75,1.25,0.243333333333333,83.1666666666667,42.8333333333333,26,565.833333333333,0,0,1,3,2,0,0,6,Orthodox,187.96,193.04,205.0,38.0,38.0,-260,220
36,37,Zak Cummings,Trevin Giles,Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Red,False,Middleweight,3,0,2,0,7.0,6.0,2.5,2.5,62.0,38.0,18.5,15.0,74.5,48.0,0.5,1.5,1.5,3.0,0.0,83.0,55.5,0.69,0.0,2.5,2.5,0.5,93.0,65.5,2,0,5.5,3.5,0.0,0.0,47.0,10.0,1.5,1.5,39.5,5.5,0.0,3.5,2.5,1.0,0.0,48.5,11.5,0.22,0.0,3.0,1.0,0.2,60.5,20.5,5,610.5,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,185,0,1,0,8.9,5.4,8.3,4.9,76.9,21.6,4.0,2.4,73.6,17.9,0.3,6.7,5.6,1.0,0.1,89.2,28.9,0.34,0.6,2.0,0.7,0.21899999999999997,101.5,39.9,2,3,7.2,4.8,3.3,1.9,54.4,23.9,3.3,2.6,47.9,19.5,0.0,5.9,4.1,1.0,0.2,61.0,28.4,0.5539999999999999,0.3,2.3,0.7,0.294,68.7,35.4,22,619.3,0,0,0,3,1,3,0,7,Southpaw,182.88,190.5,185.0,26.0,34.0,170,-200
37,38,Julio Arce,Julian Erosa,Keith Peterson,2019-05-18,"Rochester, New York, USA",Red,False,Featherweight,3,3,0,0,15.75,11.75,11.25,8.0,45.0,21.0,4.75,3.5,42.25,18.25,0.0,3.0,2.5,0.5,0.0,61.0,32.5,0.515,0.75,1.0,0.75,0.415,81.75,51.25,1,3,3.75,2.75,9.25,4.75,54.75,23.25,15.25,9.25,67.75,28.75,0.5,7.75,5.75,1.5,0.0,79.25,37.25,0.5175,0.25,5.75,2.25,0.1975,111.0,63.5,9,545.0,0,0,1,0,0,0,0,1,Southpaw,185.42,187.96,145,1,0,0,22.6666666666667,13.666666666666698,10.0,6.0,153.0,45.3333333333333,3.0,2.0,140.666666666667,37.6666666666667,0.0,2.6666666666666696,2.0,0.666666666666667,0.0,166.0,53.3333333333333,0.303333333333333,1.0,2.0,0.33333333333333304,0.0666666666666667,186.666666666667,71.0,2,1,14.0,6.33333333333333,11.0,5.66666666666667,88.0,26.6666666666667,6.66666666666667,2.3333333333333304,69.3333333333333,14.0,0.666666666666667,22.3333333333333,14.333333333333302,0.0,0.0,105.666666666667,34.6666666666667,0.32333333333333303,0.0,5.0,0.33333333333333304,0.0233333333333333,108.666666666667,36.6666666666667,9,858.333333333333,0,0,0,1,0,1,0,2,Southpaw,170.18,177.8,145.0,29.0,29.0,-800,550
